coordinates,color_r,color_g,color_b,color_a
"[(55.21321625682765, 196.1571851654628), (48.663391130427726, 212.80018343746247), (32.50250293740396, 206.48121280322283), (37.570564346683796, 188.6141488518632)]",0.0,0.0,0.0,0.0
"[(35.852577428283894, 188.0987527763432), (30.923453752417345, 206.25516807540993), (14.878844667242106, 202.77317648414362), (16.353425904444293, 184.06148351810327)]",0.0,0.0,0.0,0.0
"[(58.698968639676536, 248.53776244706808), (44.74891486226886, 257.471294422748), (39.798578631483906, 253.68827209538176), (49.58279095583589, 238.27848308546197)]",0.0,0.0,0.0,0.0
"[(46.92822434284369, 237.71099375426206), (37.99469236716391, 253.08697667394176), (24.086328514089473, 245.41964984624053), (30.478776423228283, 227.62696419138217)]",0.0,0.0,0.0,0.0
"[(27.600871510844172, 227.23127355202223), (22.328739122925526, 245.35443027790757), (1.5601198907487515, 240.69324875586187), (1.4742205448287677, 222.2248893830623)]",0.0,0.0,0.0,0.0
"[(118.41440056771262, 225.50331209046692), (99.07898843628254, 230.6924224402917), (96.10091293865162, 226.69942031305516), (114.38786872771266, 216.91337749846707)]",0.0,0.0,0.0,0.0
"[(112.6430382637127, 215.1685470344671), (94.69160596471056, 225.60749853624657), (85.59006067342193, 213.13135394969254), (98.68439455171301, 199.3308551304674)]",0.0,0.0,0.0,0.0
"[(97.69734899139303, 198.08009270614747), (83.74015477408716, 212.08143266969182), (69.99103137087741, 201.07749787439235), (81.2905739206733, 185.62468754774767)]",0.0,0.0,0.0,0.0
"[(79.83028504003335, 184.3361973589477), (68.06207464899353, 201.34426785110736), (53.28738715075383, 193.0979306427875), (60.340858758867284, 176.58165226593434)]",0.0,0.0,0.0,0.0
"[(58.7849452896337, 176.60525622614784), (51.63962912981856, 192.54199778321322), (36.75069369244193, 186.3834223738471), (41.898566420808265, 170.43500938362416)]",0.0,0.0,0.0,0.0
"[(39.54356317290694, 170.18067762383072), (35.11127029483737, 186.35047615327153), (18.842812892062852, 182.50009393646133), (20.415021636433153, 165.98320752168627)]",0.0,0.0,0.0,0.0
"[(18.93705844818851, 165.42711359298352), (17.19229218072155, 182.59697803922302), (-1.3136621068590557, 182.0030858899878), (-1.267836997255813, 165.09458812363908)]",0.0,0.0,0.0,0.0
"[(43.364915630907944, 258.4864929568216), (30.050517013308195, 271.1136968070614), (20.851369905425372, 264.6095998989547), (25.669650371388343, 247.83497406274182)]",0.0,0.0,0.0,0.0
"[(23.951663452988328, 247.4913766790619), (19.31309877330841, 263.72635305794154), (1.8287189246045727, 255.72905264962196), (1.4460348219488424, 242.5951139616219)]",0.0,0.0,0.0,0.0
"[(142.0054417293377, 223.94642468264692), (121.14350835139248, 225.58298289494712), (119.29801459139253, 220.88536241494717), (141.27616755139218, 215.18110897494728)]",0.0,0.0,0.0,0.0
"[(140.3634870009921, 213.67787042134728), (119.13024243139262, 219.37541297494727), (112.75490035139273, 210.81903281494738), (127.68662259139239, 199.57829809494757)]",0.0,0.0,0.0,0.0
"[(118.45915379139251, 190.16292447574773), (104.07101334979279, 201.86671035734753), (92.47460165059306, 191.77353721174774), (103.96363916739278, 177.60014513494798)]",0.0,0.0,0.0,0.0
"[(101.95876185539282, 176.57170179414788), (91.11396943299314, 190.42297132374767), (77.15532572099335, 181.08141745494783), (86.17475704259323, 166.26378028374808)]",0.0,0.0,0.0,0.0
"[(84.2420217593932, 165.8342835541481), (75.43733880259333, 180.43717236054783), (60.404953266593566, 174.42421814614795), (64.27042383299363, 157.67384569174823)]",0.0,0.0,0.0,0.0
"[(62.9081138937936, 157.19200404822817), (57.668253792673795, 174.45777257814785), (40.14478722499405, 168.44481836374797), (44.43975452099403, 150.92135179606828)]",0.0,0.0,0.0,0.0
"[(42.37162909516496, 151.630473835665), (38.71180326339413, 168.24563086678808), (22.22788398132957, 163.49260378628827), (24.710209878434398, 150.46446626134843)]",0.0,0.0,0.0,0.0
"[(22.992222960034383, 150.3785669154284), (20.415242582434416, 164.12246226262818), (1.517386480034702, 163.26346880342817), (1.0878897504347833, 150.3785669154284)]",0.0,0.0,0.0,0.0
"[(28.504492364603948, 271.7412276000217), (18.08919667180419, 282.4786458400215), (9.25944817025129, 277.95024482715405), (16.732691265290896, 263.94865144219455)]",0.0,0.0,0.0,0.0
"[(105.35950353859289, 203.1552005461475), (119.6402697977926, 191.3440404821477), (126.94171420099246, 198.2159881557476), (111.80195448259269, 209.2755289429474)]",0.0,0.0,0.0,0.0
"[(13.132200432444279, 202.57279256386295), (14.29184160236423, 184.1473828640233), (0.5663635481716938, 183.76913400219757), (1.425357007371531, 202.23749337499686)]",0.0,0.0,0.0,0.0
"[(10.64111940076441, 204.9779742496229), (-3.704071367875258, 204.2907794822629), (-2.67327921683534, 220.69755455298252), (9.266729866044443, 221.12705128258256)]",0.0,0.0,0.0,0.0
"[(199.3617750452031, 293.78437835275633), (190.48257959279977, 305.5190237219998), (175.0475408727998, 298.53970186599986), (181.8597833140035, 283.47645684235647)]",0.0,0.0,0.0,0.0
"[(180.03442221320347, 282.4027150183565), (173.57114586479975, 296.7948714019999), (157.33080077679983, 294.5131700259999), (158.344837368404, 277.7856251751566)]",0.0,0.0,0.0,0.0
"[(156.30472790280407, 277.6782509927566), (155.26429259120005, 293.9813728291998), (138.9429720408, 294.91582320999987), (135.3190933848, 281.0913972259999)]",0.0,0.0,0.0,0.0
"[(133.3058274647999, 281.35983268199993), (137.1981415767999, 295.58691184999986), (120.15249012079994, 301.3582741539999), (113.05582895163673, 288.2301825414289)]",0.0,0.0,0.0,0.0
"[(111.29787963053968, 288.2277741063175), (119.37241814701974, 302.6588642208774), (109.03739230221788, 308.44270091339956), (100.37344513171229, 294.8222976796154)]",0.0,0.0,0.0,0.0
"[(229.63264549947417, 293.67075626302767), (216.21087269947452, 304.1397390470273), (206.74525905858604, 297.57503481525987), (221.0513598900027, 285.0870695783565)]",0.0,0.0,0.0,0.0
"[(219.22599878920266, 283.26170847755657), (205.8042259892029, 296.0392361831563), (193.47854089853354, 287.0908049722277), (203.54936815880296, 270.59155495435687)]",0.0,0.0,0.0,0.0
"[(201.83138124040306, 269.9473098599568), (191.6308339124032, 286.05343721995644), (177.09930268986864, 279.3722449202562), (181.00078985480354, 262.64586545675695)]",0.0,0.0,0.0,0.0
"[(179.39017711880354, 262.53849127435694), (175.7394549172036, 278.8593669991566), (158.66695991560402, 275.9602640743567), (159.63332755720398, 259.8541367143571)]",0.0,0.0,0.0,0.0
"[(158.2374631860041, 259.8541367143571), (156.51947626760398, 276.38976080395673), (140.679869432568, 278.6464595015774), (136.7895990878443, 261.1759583474019)]",0.0,0.0,0.0,0.0
"[(135.3579877013325, 261.36746058354163), (138.58798780680445, 278.0003735399566), (122.57616502843666, 282.60177889496515), (116.80372898261282, 265.3531902342295)]",0.0,0.0,0.0,0.0
"[(115.27579436706083, 265.98562416856555), (120.99561706350869, 283.6325710460052), (104.19368443118242, 289.2856304804192), (96.51537721813327, 274.5755587605653)]",0.0,0.0,0.0,0.0
"[(95.3471461136213, 275.53763143486935), (103.53964353860749, 290.7518638537281), (94.63340652205966, 296.9895073901574), (80.0305177156597, 284.27640419399745)]",0.0,0.0,0.0,0.0
"[(254.8754856372018, 287.1804467047566), (235.7616228788023, 298.1867198311562), (224.91683045640252, 286.6976823143565), (240.2793077172022, 273.4231295847569)]",0.0,0.0,0.0,0.0
"[(238.09826963720218, 272.5842687847569), (224.2725853620026, 285.5165663079565), (211.49505765640288, 274.3496513383567), (222.49545875720253, 260.5046732647571)]",0.0,0.0,0.0,0.0
"[(221.0513598900027, 259.31726580235704), (210.4213158324028, 272.8464127847568), (196.1405495732032, 264.7933491047569), (202.04612960520308, 251.04945375755722)]",0.0,0.0,0.0,0.0
"[(200.046995409195, 251.75929192962406), (193.40387999469795, 264.4332342153574), (178.6383362863163, 260.8910766772832), (182.150726531175, 244.93784204484496)]",0.0,0.0,0.0,0.0
"[(180.25749420933698, 243.4079952426465), (176.94720149207956, 260.76336314559444), (160.25905273733736, 258.44038077864616), (160.52748819333738, 241.66316477864655)]",0.0,0.0,0.0,0.0
"[(158.95542540342046, 241.72117549042457), (158.78265772933742, 258.17194532264614), (140.93169990533784, 258.7088162346462), (139.7001421937, 242.17377944206612)]",0.0,0.0,0.0,0.0
"[(137.30782124933785, 242.33425341864654), (139.45530489733778, 259.11146941864615), (123.75183072133814, 262.06425943464615), (118.76094450565813, 245.7870044714465)]",0.0,0.0,0.0,0.0
"[(116.30254140563943, 246.96223975301393), (120.96371925720757, 261.971248519793), (105.2646657346022, 268.3933274750175), (98.83183890008797, 253.9738545337343)]",0.0,0.0,0.0,0.0
"[(96.10306035771725, 253.20380149566972), (103.31860541499714, 268.9405616682135), (88.85864104333723, 277.4390675790547), (78.44215483656558, 261.9311750411416)]",0.0,0.0,0.0,0.0
"[(76.80770503207282, 262.564038472207), (87.17634664261982, 277.8138030404755), (72.86537124783581, 287.5799833893791), (60.53493294098848, 274.878568703298)]",0.0,0.0,0.0,0.0
"[(59.551116994748554, 276.16453559881154), (72.88269548153221, 289.7709919925393), (61.68142077356447, 302.48409518869903), (39.27887135762887, 297.60501234044307)]",0.0,0.0,0.0,0.0
"[(270.47829651720144, 274.42976254475684), (256.72097939720175, 284.83163646475657), (245.480244677202, 274.0942182247569), (259.4053339572017, 262.18239486475716)]",0.0,0.0,0.0,0.0
"[(257.55984019720177, 261.1757619047571), (243.466978757202, 273.5909017447568), (230.54852243720234, 262.6857113447571), (241.1181685172021, 249.26393854475737)]",0.0,0.0,0.0,0.0
"[(239.58172998533576, 247.83718026664644), (228.7100940173359, 261.5273885226461), (214.59390625613105, 253.75036539843234), (222.9387317133361, 239.64989885864657)]",0.0,0.0,0.0,0.0
"[(221.3281189773361, 239.11302794664664), (212.46974892933633, 253.87697802664627), (197.16892793733655, 246.89765617064643), (203.61137888133646, 232.67057700264672)]",0.0,0.0,0.0,0.0
"[(201.8665484173365, 232.4021415466467), (195.77507683205658, 246.6030482576864), (180.3131945664568, 241.70678554024653), (182.53919558533698, 227.3018678826469)]",0.0,0.0,0.0,0.0
"[(180.74269129605682, 226.58850065832678), (178.78109920133693, 241.39472932264653), (160.52748819333738, 239.64989885864657), (162.4065363853374, 225.42281969064686)]",0.0,0.0,0.0,0.0
"[(160.3932704653373, 225.55703741864693), (158.91687545733748, 240.05255204264654), (143.21340128133772, 239.9183343146466), (141.87122400133785, 225.82547287464683)]",0.0,0.0,0.0,0.0
"[(140.12639353733778, 225.69125514664688), (141.60278854533772, 239.78411658664663), (124.90811644805797, 242.22218161576643), (120.79904070533826, 226.8992146986468)]",0.0,0.0,0.0,0.0
"[(118.89838345913017, 227.0953067992549), (123.50258840044205, 242.90078644853452), (105.49808549561044, 248.32962511067842), (100.20668578693858, 231.90567017077478)]",0.0,0.0,0.0,0.0
"[(98.69415936656094, 231.7919340680677), (103.6114902826389, 247.9082213852363), (88.70712927492912, 254.53679364667016), (80.10521623124828, 239.81568381149384)]",0.0,0.0,0.0,0.0
"[(78.21530003270016, 240.36014471548424), (87.10080890530139, 254.5781910303897), (71.78003984118334, 263.80568152041906), (60.96671137196449, 249.1562377376921)]",0.0,0.0,0.0,0.0
"[(59.729760790716455, 250.11831041199605), (70.62533044656334, 264.371418649072), (57.49418170278, 275.23378634298285), (44.13043957164484, 259.8077566317719)]",0.0,0.0,0.0,0.0
"[(42.854834284732874, 260.9751824299158), (55.73973617273259, 275.7498699281555), (43.88562643577279, 287.77577835695524), (26.104461830333207, 276.6947627332754)]",0.0,0.0,0.0,0.0
"[(42.388427679932875, 289.47463924911517), (25.5306810431332, 278.09297591471545), (15.544882079933359, 287.9714006955152), (13.612146796733441, 295.9170901931151), (35.62385418873305, 297.849825476315)]",0.0,0.0,0.0,0.0
"[(283.11017701640117, 283.7712115559567), (274.11758924040134, 276.52345424395685), (285.3344042329602, 265.78126370817824), (292.4812298135039, 277.46357475329773)]",0.0,0.0,0.0,0.0
"[(257.01531468040184, 286.2185879399566), (264.22951756040163, 297.45932265995634), (287.54984780040115, 295.27828457995633), (284.3621767604012, 286.72190441995656), (271.1081761204015, 277.32666345995676)]",0.0,0.0,0.0,0.0
"[(139.47935113480457, 57.58994000396149), (149.81411619080427, 49.93952950796165), (163.23588899080391, 57.58994000396149), (156.7934380468041, 64.30082640396131), (156.92765577480418, 71.68280144396113), (147.26397935880436, 71.01171280396113), (144.31118934280448, 64.56926185996127)]",0.0,0.0,0.0,0.0
"[(164.98071945480388, 56.38198045196151), (170.61786403080373, 47.255174947961734), (161.89371171080393, 37.72571625996193), (153.70643030280416, 49.53687632396168)]",0.0,0.0,0.0,0.0
"[(151.9615998388042, 48.865787683961685), (159.4777926068041, 36.51775670796195), (150.75364028680428, 31.6859184999621), (139.74778659080448, 39.87319990796186), (148.20350345480438, 48.19469904396169)]",0.0,0.0,0.0,0.0
"[(146.8613261748044, 49.53687632396168), (137.4660852148046, 40.812724003961875), (129.81567471880476, 47.38939267596169), (138.1371738548046, 55.71089181196152)]",0.0,0.0,0.0,0.0
"[(171.8929324468038, 46.28209641996165), (185.58314070280335, 33.397194531961986), (172.96667427080365, 19.841204003962332), (162.63190921480395, 35.947331363961894)]",0.0,0.0,0.0,0.0
"[(161.558167390804, 34.06828317196198), (170.5507551668038, 19.17011536396234), (149.8812250548043, 10.98283395596252), (150.41809596680423, 29.23644496396207)]",0.0,0.0,0.0,0.0
"[(148.53904777480432, 30.981275427962032), (148.40483004680436, 11.25126941196254), (130.68808995080474, 21.049163555962252), (140.62020182280457, 35.27624272396196)]",0.0,0.0,0.0,0.0
"[(139.41224227080454, 36.7526377319619), (129.2116949428048, 22.25712310796223), (116.72944623880505, 33.397194531961986), (128.5406063028048, 45.61100777996171)]",0.0,0.0,0.0,0.0
"[(187.58621453679973, 32.336142442000664), (203.9607773527997, 20.390764650000676), (188.3915209047998, 6.432120938000708), (177.9225381207998, 20.524982378000686)]",0.0,0.0,0.0,0.0
"[(185.57294861679975, 6.432120938000708), (168.66151488879973, -2.1578136539992556), (162.23680577800405, 13.643700413562385), (176.49743937800372, 19.85127033356224)]",0.0,0.0,0.0,0.0
"[(160.2752346548042, 13.072541066362476), (149.00094550280448, 9.099696317562575), (147.99198477679988, -3.902644117999216), (155.64239527279983, -3.768426389999263), (165.97716032879976, -2.0235959259992455)]",0.0,0.0,0.0,0.0
"[(147.6050811316045, 9.636567229562559), (145.5760656727998, -3.634208661999253), (129.46993831279997, 0.12388772200074527), (136.4381661620048, 15.542147261562434)]",0.0,0.0,0.0,0.0
"[(135.44750511163681, 16.506702963834357), (127.45667239279987, 0.7949763620007388), (110.81367412079999, 9.384910954000702), (123.7651940665171, 23.6363486751942)]",0.0,0.0,0.0,0.0
"[(122.82030126139716, 25.268436247674174), (109.33727911279993, 10.8613059620007), (98.06811293439864, 19.37984960133258), (115.08936012859726, 32.054484575354024)]",0.0,0.0,0.0,0.0
"[(192.01539956079978, 6.968991850000748), (200.93132796987516, -4.592323877764954), (210.70237856827475, 3.9976107142348383), (200.0684632407997, 12.606136426000717)]",0.0,0.0,0.0,0.0
"[(201.54485824879976, 14.216749162000724), (213.38673312827473, 4.319733261434806), (220.25868080187456, 11.19168093503464), (205.9740432727997, 19.31702282600071)]",0.0,0.0,0.0,0.0
"[(256.2540240594735, 289.2380322950279), (238.428232059474, 299.0946466950277), (243.8808272594739, 301.8209442950275), (262.54548005947333, 298.67521629502767)]",0.0,0.0,0.0,0.0
"[(222.91987903547408, 9.93654775103488), (240.09974821947367, 3.896749991035051), (230.43607180347385, -4.6931846009647415), (217.55116991547425, 4.836274087035008)]",0.0,0.0,0.0,0.0
"[(183.36339801147506, 72.05576285503327), (158.36534617147572, 71.8879906950333), (159.03643481147571, 64.50601565503348), (170.61271385147552, 51.9231036550338), (188.39656281147495, 62.660521895033526)]",0.0,0.0,0.0,0.0
"[(170.78048601147543, 89.16852317503282), (172.96152409147544, 73.90125661503322), (154.33881433147587, 73.56571229503322), (154.00327001147593, 88.32966237503285)]",0.0,0.0,0.0,0.0
"[(159.66083109947567, 147.18320016703137), (175.23008754747525, 151.61238519103125), (181.40410303547515, 133.22455645503175), (161.8083147474756, 128.66115370303186)]",0.0,0.0,0.0,0.0
"[(257.9685975844651, 84.9327956225211), (243.19391008622551, 96.88998457458479), (256.9378054334252, 107.6102229454005), (267.45188537403294, 102.11266480652063)]",0.0,0.0,0.0,0.0
"[(0.9307165750515196, 295.0034545023543), (0.5112861750515094, 275.499940902355), (16.23992617505087, 283.6788337023547), (13.723343775051035, 285.98570090235455), (11.416476575051092, 295.0034545023543)]",0.0,0.0,0.0,0.0
"[(299.054832543041, 295.56103479035426), (289.65959158304133, 295.4268170623543), (285.09618883104156, 284.5551810943547), (298.786397087041, 276.23368195835496)]",0.0,0.0,0.0,0.0
"[(0.7090647798517011, 148.2165214527592), (7.01729799585155, 148.2165214527592), (10.64117665185131, 138.41862730875954), (16.412538955851232, 132.51304727675978), (1.5143711478517616, 125.26528996476003)]",0.0,0.0,0.0,0.0
"[(298.75478216507224, 148.76883279314222), (294.37035478432097, 148.4789433253991), (291.1920789852811, 142.03649238139934), (285.60862150048126, 134.9927460159596), (298.75478216507224, 127.18662213074327)]",0.0,0.0,0.0,0.0
"[(93.51671502509976, 298.5356956167175), (78.9138262186998, 285.0494983072774), (64.5705013478389, 301.8945356301315), (80.61873584504974, 306.2311415719115)]",0.0,0.0,0.0,0.0
"[(290.8190593459203, 202.87740653979694), (299.66669197568, 202.53380915611694), (298.97949720832, 183.5500537077977), (288.4997770060804, 184.32314782107767)]",0.0,0.0,0.0,0.0
"[(7.970957981451306, 276.83355333019404), (1.7862050752114556, 273.82707622299415), (0.5836142323315698, 257.0767037685948), (14.32750957953101, 263.26145667483456)]",0.0,0.0,0.0,0.0
"[(293.7181803947518, 276.9138189394098), (298.6265035715371, 273.16410480491254), (298.80342167321567, 257.8098044068025), (286.70879376768016, 264.88791051061025)]",0.0,0.0,0.0,0.0
"[(17.51598080000008, 131.03663871999998), (27.823902310399944, 121.58771066880001), (16.227490611199983, 113.53464698879998), (10.53665894400001, 127.60066488320001)]",0.0,0.0,0.0,0.0
"[(2.813402910720015, 123.56848908287998), (2.5557048729600638, 108.87970093055998), (14.581613301760058, 113.00286953471999), (8.826357125120012, 126.23136880639998)]",0.0,0.0,0.0,0.0
"[(104.99392097058217, 9.227969662525084), (98.74225227134446, -3.8290848969277818), (83.84408446334453, 9.190034719072173), (95.78946225534446, 17.645751583072126)]",0.0,0.0,0.0,0.0
