polygon_id,box_name,coordinates,color_r,color_g,color_b,color_a,area
314,A2,"[[557.0477989236567, 59.06473987650122], [552.4675328897916, 43.66126661824035], [570.3371412211716, 37.3762397897728], [574.1313741414116, 54.740030780286304], [557.0477989236567, 59.06473987650122]]",0.0,0.0,0.0,0.0,308.5428560237495
315,A2,"[[575.5531772247007, 54.390704065186185], [573.5874897112201, 37.888347167503525], [591.6900660200504, 35.06441764622326], [592.3045254575924, 52.403737371593024], [575.5531772247007, 54.390704065186185]]",0.0,0.0,0.0,0.0,297.98201564642955
316,A2,"[[577.2179380111352, 124.00786344912888], [558.6796872992772, 108.6176676348926], [580.549263963135, 97.22891013072905], [583.018870158335, 116.23414041552894], [577.2179380111352, 124.00786344912888]]",0.0,0.0,0.0,0.0,338.57539751376873
317,A2,"[[584.3073603471349, 114.62352767952893], [582.7315041568771, 96.5917592060926], [600.0913651599349, 93.14869119952908], [599.6618684303348, 107.53683164112897], [584.3073603471349, 114.62352767952893]]",0.0,0.0,0.0,0.0,268.1669401551969
318,A2,"[[504.6143898880003, 78.84840986879976], [485.9312821504003, 73.05020401919978], [494.4283463206638, 59.8778795063933], [509.6894363048272, 70.44216638309206], [504.6143898880003, 78.84840986879976]]",0.0,0.0,0.0,0.0,238.6351848639677
319,A2,"[[510.7347182848003, 68.54048835839978], [496.02445529600027, 58.984186124799805], [510.16328630784034, 42.90752375039983], [521.4375754598403, 57.939909286399825], [510.7347182848003, 68.54048835839978]]",0.0,0.0,0.0,0.0,326.0051714584113
320,A2,"[[523.1555623782403, 56.436670732799826], [511.51642965708015, 42.230806243533436], [527.1284071270403, 30.88161532159984], [535.4059758524204, 47.128001482368745], [523.1555623782403, 56.436670732799826]]",0.0,0.0,0.0,0.0,314.9772365793984
321,A2,"[[537.2215802726403, 46.45087176959987], [529.0275270240874, 31.392027193697686], [547.8399056460903, 24.803601187754566], [552.8982109030403, 40.86741428479985], [537.2215802726403, 46.45087176959987]]",0.0,0.0,0.0,0.0,308.67394803704906
322,A2,"[[554.7235720038403, 41.082162649599866], [549.1231857200039, 22.163811559325552], [566.4082790778212, 18.711078394673393], [569.9702921451182, 35.61662632155935], [554.7235720038403, 41.082162649599866]]",0.0,0.0,0.0,0.0,311.782287062439
323,A2,"[[572.0108153702403, 36.035576076799885], [568.5500501075231, 17.294919276608198], [588.2465444014765, 15.284478927566965], [590.4791747430403, 33.45859569919986], [572.0108153702403, 36.035576076799885]]",0.0,0.0,0.0,0.0,358.74123312751686
324,A2,"[[491.25941756393763, 62.07241052365168], [471.7578900736003, 49.1057613439998], [486.58760684032023, 35.28127244543981], [501.25246622608256, 48.55297102737961], [491.25941756393763, 62.07241052365168]]",0.0,0.0,0.0,0.0,396.38789699429236
325,A2,"[[503.4699714860345, 47.04660261293367], [488.39149310464023, 33.649184872959836], [504.88416752128023, 22.48226990335985], [515.5615065767427, 35.649576913495935], [503.4699714860345, 47.04660261293367]]",0.0,0.0,0.0,0.0,335.1210985724951
326,A2,"[[516.8241766041602, 34.42227898623986], [506.51625509376026, 21.27967906047985], [523.460642977999, 11.126358699955404], [531.9424614860802, 27.37853262079983], [516.8241766041602, 34.42227898623986]]",0.0,0.0,0.0,0.0,316.40085693506614
327,A2,"[[533.2487355238403, 26.37189966079984], [525.3451802481628, 11.313395021093925], [544.1223999448439, 4.158764822520141], [548.0663726950403, 20.57369381119986], [533.2487355238403, 26.37189966079984]]",0.0,0.0,0.0,0.0,302.70114649541443
328,A2,"[[549.3548628838403, 19.499951987199893], [545.9780056128828, 1.145413342139561], [564.0167358577886, 2.17600704586672], [567.7158480742403, 15.097610508799846], [549.3548628838403, 19.499951987199893]]",0.0,0.0,0.0,0.0,290.5752642544929
329,A2,"[[569.5412091750403, 15.204984691199854], [566.316578269522, 1.204462916539583], [586.5029245607209, 1.5265854637395655], [587.0432009062403, 13.486997772799896], [569.5412091750403, 15.204984691199854]]",0.0,0.0,0.0,0.0,245.91993975426834
330,A2,"[[374.47263937987344, 88.16932140374979], [361.41593880003364, 96.24385992022962], [354.25547512888403, 87.05764195084265], [364.60277012412695, 75.39846933535961], [374.47263937987344, 88.16932140374979]]",0.0,0.0,0.0,0.0,212.48871011661038
331,A2,"[[363.2437603872809, 73.25967494183357], [352.7737170892164, 86.7802486385504], [340.7729061796585, 77.05539638912694], [345.903544488248, 63.4336028833261], [363.2437603872809, 73.25967494183357]]",0.0,0.0,0.0,0.0,275.34816724537717
332,A2,"[[344.8019872277586, 61.567665169495456], [337.21895280577155, 77.71157555181799], [323.1117196640343, 72.66350904663011], [325.1410508588612, 56.19170233600039], [344.8019872277586, 61.567665169495456]]",0.0,0.0,0.0,0.0,300.39316117738304
333,A2,"[[323.3281394537671, 56.70318778376645], [321.58857344676693, 71.96051429192312], [303.19336623884965, 71.07507539444543], [303.83607048946567, 54.37520351508101], [323.3281394537671, 56.70318778376645]]",0.0,0.0,0.0,0.0,304.60661085806987
334,A2,"[[394.6589856710731, 78.72039335254993], [376.4483243360334, 87.56802598230979], [369.49047731651353, 77.43190316374995], [383.1948726265534, 65.16154787262968], [394.6589856710731, 78.72039335254993]]",0.0,0.0,0.0,0.0,286.3152463901699
335,A2,"[[382.0317818208333, 63.85980650839019], [368.0301884358735, 76.40111101270998], [358.9598705543987, 65.00517883814973], [368.6314838573135, 49.686414431590435], [382.0317818208333, 63.85980650839019]]",0.0,0.0,0.0,0.0,307.8352009457926
336,A2,"[[366.27614098883356, 49.04118891863055], [355.67028067120845, 65.06792467363209], [342.18617247041516, 58.054606460979414], [348.34465252803386, 39.27013832023067], [366.27614098883356, 49.04118891863055]]",0.0,0.0,0.0,0.0,343.74840315636925
337,A2,"[[346.4119172448339, 39.27013832023067], [339.6091908770948, 56.81460182141001], [322.8423379235536, 52.95923013801695], [326.356617582527, 35.52174531418643], [346.4119172448339, 39.27013832023067]]",0.0,0.0,0.0,0.0,341.63968153746316
338,A2,"[[324.82970658243426, 34.43830011223076], [321.28635856323433, 52.691911120230486], [304.00662740893387, 50.305499923751086], [306.25397302723457, 32.720313193830805], [324.82970658243426, 34.43830011223076]]",0.0,0.0,0.0,0.0,327.1960148931265
339,A2,"[[359.36643409347363, 96.99682137430966], [343.30325640643395, 108.76503176534948], [334.8155055456341, 100.79554483542967], [347.2053645955627, 85.72884895154391], [359.36643409347363, 96.99682137430966]]",0.0,0.0,0.0,0.0,275.3683241754189
340,A2,"[[345.4507400544339, 83.51062406486989], [334.54152312259407, 98.45711025494961], [320.8835271213143, 93.8185455752697], [324.31950095811425, 75.17838751063005], [345.4507400544339, 83.51062406486989]]",0.0,0.0,0.0,0.0,338.63057030988915
341,A2,"[[322.03797784003433, 74.16674760023011], [319.46723089354884, 93.0972605690281], [302.8196202598857, 90.73652297370944], [303.9991151968346, 72.66350904663011], [322.03797784003433, 74.16674760023011]]",0.0,0.0,0.0,0.0,324.50317300344756
342,A2,"[[415.53252672963276, 72.79333848407003], [397.0641673568331, 78.97809139030994], [388.0447360352332, 66.52268623191014], [402.56172549571295, 54.23907976535031], [415.53252672963276, 72.79333848407003]]",0.0,0.0,0.0,0.0,357.24702442907744
343,A2,"[[401.960430074273, 52.43519350103037], [386.1549504249933, 65.66369277271014], [374.7546625589636, 53.74646158323122], [385.8113530413132, 38.86309684567061], [401.960430074273, 52.43519350103037]]",0.0,0.0,0.0,0.0,364.79066517256615
344,A2,"[[383.9960293731652, 38.483472374243036], [373.81118606225857, 51.237779785571036], [360.8455301866521, 42.99667563818548], [367.66503326781094, 29.530583599840497], [383.9960293731652, 38.483472374243036]]",0.0,0.0,0.0,0.0,265.1356322459121
345,A2,"[[364.50263906814627, 28.481053974250983], [358.8673224032337, 42.49136379223063], [343.7916407869662, 35.43385776752939], [347.674697565428, 20.89563462723089], [364.50263906814627, 28.481053974250983]]",0.0,0.0,0.0,0.0,262.5446170230888
346,A2,"[[346.20095513857035, 18.74644989440867], [341.794827401634, 36.69315794263076], [325.2592033120343, 32.93506155863082], [326.72485316488377, 16.33753931611062], [346.20095513857035, 18.74644989440867]]",0.0,0.0,0.0,0.0,320.05216289364057
347,A2,"[[324.7381417768387, 15.242230408137857], [323.56074713360664, 32.073909211514206], [304.69250636878206, 31.34406286791392], [306.693313379778, 15.755798667572037], [324.7381417768387, 15.242230408137857]]",0.0,0.0,0.0,0.0,299.3517434213751
348,A2,"[[341.524871510434, 109.57839119702948], [329.4912348034787, 120.70104109209416], [320.5320849295367, 113.91622998992915], [328.2708708704342, 97.76991548758963], [341.524871510434, 109.57839119702948]]",0.0,0.0,0.0,0.0,243.34098394266465
349,A2,"[[326.7061004175367, 97.27323171792926], [318.7872544655367, 112.43983498192915], [302.0100384655368, 107.0711258619292], [302.6811271055368, 92.84404669392927], [326.7061004175367, 97.27323171792926]]",0.0,0.0,0.0,0.0,320.8724662508894
350,A2,"[[435.94687165255743, 56.179005122252704], [413.66672880455747, 66.91642336225271], [405.3870066922168, 55.643990629881785], [422.52509885255745, 42.22036141025279], [435.94687165255743, 56.179005122252704]]",0.0,0.0,0.0,0.0,379.7238373298942
351,A2,"[[421.85401021255745, 40.475530946252775], [405.2107746090379, 53.761025629030705], [392.40146414544824, 42.381080281549735], [405.8745618046347, 27.89501458560174], [421.85401021255745, 40.475530946252775]]",0.0,0.0,0.0,0.0,380.2775012897995
352,A2,"[[404.9082880493575, 26.74788852705285], [392.02338616135756, 40.921280603852836], [376.7491367910388, 31.989034721588666], [386.64349992703876, 14.054090154292624], [404.9082880493575, 26.74788852705285]]",0.0,0.0,0.0,0.0,392.37702500962905
353,A2,"[[385.44090908415876, 12.507901927732632], [374.8435169773576, 31.042855823052832], [360.67012490055765, 24.063533967052877], [373.6277749225827, 0.8780156145279343], [385.44090908415876, 12.507901927732632]]",0.0,0.0,0.0,0.0,380.62770728894435
354,A2,"[[370.94342036258274, 1.4148865265279291], [359.5027594592337, 22.911346087270942], [344.2126758854739, 16.468895143271084], [348.45899600711766, 1.2585998025729737], [370.94342036258274, 1.4148865265279291]]",0.0,0.0,0.0,0.0,372.52346916667835
355,A2,"[[346.377987005585, 1.3870217990688234], [342.23699092931395, 16.03939841367105], [326.78219871758614, 14.271923687068101], [327.4532873575861, 0.9843686150688459], [346.377987005585, 1.3870217990688234]]",0.0,0.0,0.0,0.0,242.7508733329505
356,A2,"[[325.9768923495862, 0.9843686150688459], [324.7689327975862, 13.332399591068153], [306.0643569731593, 13.408559134249174], [307.21313409673627, 1.3876753581395544], [325.9768923495862, 0.9843686150688459]]",0.0,0.0,0.0,0.0,227.98316581279624
357,A2,"[[445.2078948845574, 70.94295520225268], [437.6917021165574, 57.52118240225269], [415.6799947245575, 68.12438291425269], [417.29060746055745, 73.4930920342527], [445.2078948845574, 70.94295520225268]]",0.0,0.0,0.0,0.0,264.5594565102514
358,A2,"[[588.9813709588481, 13.733466345410875], [604.099655840768, 13.623515182633241], [604.9712839335199, 0.9897145517395947], [588.7577823911207, 1.204462916539583], [588.9813709588481, 13.733466345410875]]",0.0,0.0,0.0,0.0,197.04629612747968
359,A2,"[[592.341109126144, 32.513855092265146], [602.391332598784, 32.771553130025154], [604.796514284544, 15.677583291945268], [590.021826786304, 15.41988525418526], [592.341109126144, 32.513855092265146]]",0.0,0.0,0.0,0.0,212.18920773106345
360,A2,"[[594.3329002096641, 51.5767990001051], [602.0638413424641, 51.5767990001051], [604.2113249904642, 34.91232589162519], [593.4739067504642, 34.568728507945195], [594.3329002096641, 51.5767990001051]]",0.0,0.0,0.0,0.0,155.57983951766568
361,A2,"[[585.6691140495349, 133.369182565929], [599.1613286287339, 124.69078420432896], [588.2803996559342, 114.78809799632899], [578.2871390095349, 125.45033661392904], [585.6691140495349, 133.369182565929]]",0.0,0.0,0.0,0.0,192.9408371808545
362,A2,"[[545.3949244686393, 249.2748685366754], [528.0088968544316, 239.9290197005795], [535.0870029582394, 229.4836592367077], [549.6555320262712, 243.57115196758753], [545.3949244686393, 249.2748685366754]]",0.0,0.0,0.0,0.0,195.43513689355365
363,A2,"[[550.5488852238392, 241.71572609571547], [536.2215063171647, 228.39809795586143], [552.0884244781316, 215.797546709299], [560.3081917710391, 232.1563368543716], [550.5488852238392, 241.71572609571547]]",0.0,0.0,0.0,0.0,315.0344953644855
364,A2,"[[561.2983928652849, 230.3756614619889], [553.2988051439672, 214.70158976342793], [573.0900144439349, 207.21116679920402], [577.7449203740822, 223.4185696075092], [561.2983928652849, 230.3756614619889]]",0.0,0.0,0.0,0.0,334.53461670197424
365,A2,"[[579.4122063036468, 222.74176854153973], [574.739281885599, 206.798849938788], [595.1269547687987, 204.4462816024041], [595.6098872916612, 221.22644192928715], [579.4122063036468, 222.74176854153973]]",0.0,0.0,0.0,0.0,304.2819338534986
366,A2,"[[561.1904216743989, 260.8559794148831], [546.7593315598391, 249.94676248304324], [557.3861391241073, 237.64781139491163], [567.8905706561587, 252.18014547696316], [561.1904216743989, 260.8559794148831]]",0.0,0.0,0.0,0.0,240.96046373284446
367,A2,"[[568.7495641153587, 250.7198565963232], [559.1167926904385, 237.22914171035427], [577.6830960910386, 225.37954954992358], [581.4686006588028, 244.41689837973934], [568.7495641153587, 250.7198565963232]]",0.0,0.0,0.0,0.0,315.30686549993504
368,A2,"[[583.0607600965087, 243.76435869749525], [579.3742394638385, 224.57961189104356], [599.3028877172782, 222.26032955120354], [599.5577682197603, 241.34933850915615], [583.0607600965087, 243.76435869749525]]",0.0,0.0,0.0,0.0,353.20161526957907
369,A2,"[[526.6345073197116, 239.5167028401636], [508.2864070311998, 232.0949993526757], [513.0280509259837, 223.57378423741181], [529.1084084822076, 235.46225371273965], [526.6345073197116, 239.5167028401636]]",0.0,0.0,0.0,0.0,143.07353733149773
370,A2,"[[529.8643227263035, 233.46938888739567], [513.7152456933437, 222.47427260963582], [527.5278605172796, 207.42470720445198], [539.8973663297594, 222.0619557492198], [529.8643227263035, 233.46938888739567]]",0.0,0.0,0.0,0.0,341.4341802611914
371,A2,"[[541.5368489020525, 220.80161745350028], [528.9736371060795, 206.11511127792397], [547.2701977870393, 194.1751021950442], [554.0260404971707, 212.32624609805066], [541.5368489020525, 220.80161745350028]]",0.0,0.0,0.0,0.0,351.3344020246809
372,A2,"[[555.6024343412791, 211.0113739953639], [548.9881847054392, 193.91740415728418], [567.1988460404789, 187.38905386736428], [572.73461659711, 205.5902053291258], [555.6024343412791, 211.0113739953639]]",0.0,0.0,0.0,0.0,348.1542120571818
373,A2,"[[574.6018429321269, 205.56189935754003], [569.5284272516991, 188.15329730056953], [586.9535887795205, 185.01034258843765], [589.2728711193604, 202.79150719387695], [574.6018429321269, 205.56189935754003]]",0.0,0.0,0.0,0.0,293.29325364176566
374,A2,"[[573.1398259982386, 274.9474986776029], [562.2306090663988, 261.7189994059231], [575.4591083380785, 248.91999686384327], [586.047942662117, 262.4912141077946], [573.1398259982386, 274.9474986776029]]",0.0,0.0,0.0,0.0,310.84833864104417
375,A2,"[[507.08247401103984, 232.04023851965167], [482.9232829710402, 225.70516175805176], [488.5067404558401, 216.36360788925185], [508.37151533037667, 227.6944643563295], [507.08247401103984, 232.04023851965167]]",0.0,0.0,0.0,0.0,180.9948919338162
376,A2,"[[509.4447060238398, 226.3494068524518], [489.58048227984006, 214.86036933565197], [504.7202419982398, 199.72060961725214], [519.1244784538395, 213.26760461233482], [509.4447060238398, 226.3494068524518]]",0.0,0.0,0.0,0.0,397.12302163575146
377,A2,"[[520.0747500814397, 212.3907631404519], [505.68660963983984, 198.53949361085216], [522.5443562766396, 185.86934008765235], [533.6176216375504, 200.14023392729297], [520.0747500814397, 212.3907631404519]]",0.0,0.0,0.0,0.0,372.36169184324535
378,A2,"[[534.3707067654675, 198.93242811507315], [524.2623431950395, 185.11772081085235], [542.6233283854393, 175.56141857725248], [548.8510309646392, 191.98966848445224], [534.3707067654675, 198.93242811507315]]",0.0,0.0,0.0,0.0,315.6870201641371
379,A2,"[[550.2309927569588, 190.96520420765154], [544.1265669390393, 174.9171734828525], [562.487552129439, 168.15259999165255], [565.8294196861077, 185.82745039115105], [550.2309927569588, 190.96520420765154]]",0.0,0.0,0.0,0.0,314.41052338686916
380,A2,"[[568.0784230792264, 185.65652775631406], [564.1137996742699, 167.43863932246825], [583.4289000998368, 166.22194638339812], [584.6920292062213, 183.23416535090826], [568.0784230792264, 185.65652775631406]]",0.0,0.0,0.0,0.0,321.19906783863684
381,A2,"[[586.34161245144, 182.30384342176205], [585.2377086836786, 165.74241869552463], [596.7555511238693, 165.7206524040683], [596.9702994886693, 181.82677976406796], [586.34161245144, 182.30384342176205]]",0.0,0.0,0.0,0.0,181.03267210230814
382,A2,"[[486.50563965584024, 215.38016353213152], [467.8654815912004, 205.67353744317165], [483.9286592782403, 189.18086302653182], [498.3597493928001, 202.4952616441317], [486.50563965584024, 215.38016353213152]]",0.0,0.0,0.0,0.0,403.55942010053485
383,A2,"[[500.0613665802224, 201.70408904042426], [485.1363552266226, 188.06756787562438], [501.10601000079197, 176.90643822697217], [511.12090736742226, 191.28879334762433], [500.0613665802224, 201.70408904042426]]",0.0,0.0,0.0,0.0,323.8604412634927
384,A2,"[[512.4511831310398, 190.37905574845223], [502.33098836070246, 176.1388330818965], [519.5108575447023, 166.31194790864862], [527.8334010181925, 180.16505914440057], [512.4511831310398, 190.37905574845223]]",0.0,0.0,0.0,0.0,321.09658036003304
385,A2,"[[529.7189881743342, 179.70318617552857], [521.3329782150855, 166.1640859035204], [537.9062695823341, 158.6310028795288], [544.348720526334, 172.99229977552864], [529.7189881743342, 179.70318617552857]]",0.0,0.0,0.0,0.0,270.4482245801323
386,A2,"[[546.0935509903339, 171.9185579515286], [539.7404779394692, 158.00859838086564], [557.1685079810319, 152.7327730442214], [561.5285897103338, 166.68406655952867], [546.0935509903339, 171.9185579515286]]",0.0,0.0,0.0,0.0,257.0512314625191
387,A2,"[[562.8777904595485, 166.30005160902147], [560.1864124303338, 151.78589875152886], [579.3795475343336, 150.30950374352886], [580.3320255422002, 164.7442733793223], [562.8777904595485, 166.30005160902147]]",0.0,0.0,0.0,0.0,267.9876704684507
388,A2,"[[582.4665552783335, 163.9997119995287], [581.6612489103336, 150.30950374352886], [599.5122067343334, 150.30950374352886], [599.5122067343334, 163.73127654352874], [582.4665552783335, 163.9997119995287]]",0.0,0.0,0.0,0.0,236.58309562502205
389,A2,"[[583.4942325211188, 134.7334061151725], [589.9366834651187, 142.5180343391724], [592.3526025691186, 148.28939664317232], [566.4485810651189, 149.6315739231723], [564.7037506011189, 146.27613072317234], [583.4942325211188, 134.7334061151725]]",0.0,0.0,0.0,0.0,232.30467597901952
390,A2,"[[322.08035697296197, 129.27194323901267], [312.63142892176205, 140.0093614790125], [308.7659583553621, 148.4274973791724], [341.7513071886417, 149.97368560573238], [343.6410927988817, 146.02231569341245], [322.08035697296197, 129.27194323901267]]",0.0,0.0,0.0,0.0,403.66272186734614
391,A2,"[[467.3862387777601, 207.34853864381193], [460.17069372048024, 217.31286277053175], [457.70891590533745, 223.94642468264692], [480.123276481337, 225.15438423464684], [485.5110007668799, 216.79746669501185], [467.3862387777601, 207.34853864381193]]",0.0,0.0,0.0,0.0,304.7154951833898
392,A2,"[[587.9511717134382, 262.01166116182696], [576.4750190985263, 248.13032686115514], [600.0288591921246, 242.85220382530224], [599.4799086846045, 255.56128048962205], [594.4467438846046, 258.58117936962196], [587.9511717134382, 262.01166116182696]]",0.0,0.0,0.0,0.0,266.42986353512975
393,A2,"[[375.6039599167322, 239.8103889015963], [360.34823608134053, 248.12544558665218], [355.72674167276375, 242.63443891706515], [367.9065374376019, 230.43157448022703], [375.6039599167322, 239.8103889015963]]",0.0,0.0,0.0,0.0,165.17995825049604
394,A2,"[[367.0269281353811, 229.66191634078382], [354.54747116012373, 241.5366419207644], [344.5334888549403, 231.20385381172332], [352.8982037184598, 216.9075814585825], [367.0269281353811, 229.66191634078382]]",0.0,0.0,0.0,0.0,278.2676716541483
395,A2,"[[351.06857281618767, 216.57975465794243], [343.2345524682838, 230.25493052840625], [329.0096207839321, 225.30712820341432], [333.40766729503605, 208.67701483330262], [351.06857281618767, 216.57975465794243]]",0.0,0.0,0.0,0.0,280.8745524848688
396,A2,"[[331.94038162505547, 208.20670960470557], [327.4290728190041, 224.9978905581023], [311.0222977482844, 221.99141345090243], [312.25349989766124, 204.7877739002442], [331.94038162505547, 208.20670960470557]]",0.0,0.0,0.0,0.0,315.9738469127399
397,A2,"[[396.93150478828267, 230.6707328554469], [377.25322735839615, 238.98575518076427], [374.0569306054738, 235.56406039894694], [390.69992887747344, 223.21602942294714], [396.93150478828267, 230.6707328554469]]",0.0,0.0,0.0,0.0,147.46332338860753
398,A2,"[[389.6261870534735, 222.03491341654717], [373.3053113286738, 233.7386992981469], [363.104764000674, 223.75290033494719], [375.23804661187376, 208.07626970454743], [389.6261870534735, 222.03491341654717]]",0.0,0.0,0.0,0.0,338.6418689406328
399,A2,"[[373.73042693131913, 207.50496330834136], [362.031022176674, 222.4644101461472], [350.2578913953804, 213.32877715617815], [356.6365460838212, 197.30366116201327], [373.73042693131913, 207.50496330834136]]",0.0,0.0,0.0,0.0,311.0014996061494
400,A2,"[[355.21321625682765, 196.1571851654628], [348.6633911304278, 212.80018343746247], [332.5025029374039, 206.48121280322283], [337.57056434668385, 188.6141488518632], [355.21321625682765, 196.1571851654628]]",0.0,0.0,0.0,0.0,331.90237405173474
401,A2,"[[335.85257742828384, 188.0987527763432], [330.9234537524173, 206.25516807540993], [314.8788446672421, 202.77317648414362], [316.35342590444424, 184.06148351810327], [335.85257742828384, 188.0987527763432]]",0.0,0.0,0.0,0.0,339.6455854817084
402,A2,"[[358.69896863967654, 248.53776244706808], [344.74891486226886, 257.471294422748], [339.79857863148385, 253.68827209538176], [349.5827909558359, 238.27848308546197], [358.69896863967654, 248.53776244706808]]",0.0,0.0,0.0,0.0,168.9273470848489
403,A2,"[[346.9282243428437, 237.71099375426206], [337.9946923671639, 253.08697667394176], [324.08632851408953, 245.41964984624053], [330.4787764232283, 227.62696419138217], [346.9282243428437, 237.71099375426206]]",0.0,0.0,0.0,0.0,319.74628207671213
404,A2,"[[327.6008715108441, 227.23127355202223], [322.3287391229256, 245.35443027790757], [301.56011989074875, 240.69324875586187], [301.47422054482877, 222.2248893830623], [327.6008715108441, 227.23127355202223]]",0.0,0.0,0.0,0.0,441.52682075792814
405,A2,"[[418.4144005677127, 225.50331209046692], [399.07898843628254, 230.6924224402917], [396.1009129386517, 226.69942031305516], [414.3878687277127, 216.91337749846707], [418.4144005677127, 225.50331209046692]]",0.0,0.0,0.0,0.0,144.57373562724032
406,A2,"[[412.64303826371275, 215.1685470344671], [394.6916059647105, 225.60749853624657], [385.5900606734219, 213.13135394969254], [398.684394551713, 199.3308551304674], [412.64303826371275, 215.1685470344671]]",0.0,0.0,0.0,0.0,359.4977632515084
407,A2,"[[397.697348991393, 198.08009270614747], [383.74015477408716, 212.08143266969182], [369.99103137087747, 201.07749787439235], [381.2905739206733, 185.62468754774767], [397.697348991393, 198.08009270614747]]",0.0,0.0,0.0,0.0,370.1806849318334
408,A2,"[[379.83028504003335, 184.3361973589477], [368.06207464899353, 201.34426785110736], [353.28738715075383, 193.0979306427875], [360.3408587588673, 176.58165226593434], [379.83028504003335, 184.3361973589477]]",0.0,0.0,0.0,0.0,362.4614056024805
409,A2,"[[358.7849452896337, 176.60525622614784], [351.6396291298185, 192.54199778321322], [336.7506936924419, 186.3834223738471], [341.89856642080827, 170.43500938362416], [358.7849452896337, 176.60525622614784]]",0.0,0.0,0.0,0.0,291.18033703830235
410,A2,"[[339.543563172907, 170.18067762383072], [335.1112702948373, 186.35047615327153], [318.84281289206285, 182.50009393646133], [320.41502163643315, 165.98320752168627], [339.543563172907, 170.18067762383072]]",0.0,0.0,0.0,0.0,301.33347365106835
411,A2,"[[318.9370584481885, 165.42711359298352], [317.1922921807215, 182.59697803922302], [298.68633789314094, 182.0030858899878], [298.7321630027442, 165.09458812363908], [318.9370584481885, 165.42711359298352]]",0.0,0.0,0.0,0.0,330.21529853962255
412,A2,"[[343.36491563090794, 258.4864929568216], [330.0505170133082, 271.1136968070614], [320.8513699054253, 264.6095998989547], [325.6696503713883, 247.83497406274182], [343.36491563090794, 258.4864929568216]]",0.0,0.0,0.0,0.0,275.455551941385
413,A2,"[[323.9516634529883, 247.4913766790619], [319.3130987733084, 263.72635305794154], [301.8287189246045, 255.72905264962196], [301.4460348219488, 242.5951139616219], [323.9516634529883, 247.4913766790619]]",0.0,0.0,0.0,0.0,307.33415686023494
414,A2,"[[442.00544172933775, 223.94642468264692], [421.14350835139254, 225.58298289494712], [419.2980145913926, 220.88536241494717], [441.2761675513922, 215.18110897494728], [442.00544172933775, 223.94642468264692]]",0.0,0.0,0.0,0.0,148.91355878103283
415,A2,"[[440.36348700099217, 213.67787042134728], [419.13024243139256, 219.37541297494727], [412.7549003513927, 210.81903281494738], [427.6866225913924, 199.57829809494757], [440.36348700099217, 213.67787042134728]]",0.0,0.0,0.0,0.0,285.5158314763043
416,A2,"[[418.45915379139257, 190.16292447574773], [404.07101334979285, 201.86671035734753], [392.47460165059306, 191.77353721174774], [403.96363916739284, 177.60014513494798], [418.45915379139257, 190.16292447574773]]",0.0,0.0,0.0,0.0,315.3643837626221
417,A2,"[[401.9587618553929, 176.57170179414788], [391.1139694329931, 190.42297132374767], [377.15532572099335, 181.08141745494783], [386.17475704259317, 166.26378028374808], [401.9587618553929, 176.57170179414788]]",0.0,0.0,0.0,0.0,310.75269774419553
418,A2,"[[384.2420217593932, 165.8342835541481], [375.4373388025934, 180.43717236054783], [360.4049532665936, 174.42421814614795], [364.2704238329936, 157.67384569174823], [384.2420217593932, 165.8342835541481]]",0.0,0.0,0.0,0.0,319.2670230557169
419,A2,"[[362.90811389379365, 157.19200404822817], [357.66825379267374, 174.45777257814785], [340.14478722499405, 168.44481836374797], [344.439754520994, 150.92135179606828], [362.90811389379365, 157.19200404822817]]",0.0,0.0,0.0,0.0,342.3125404270013
420,A2,"[[342.3716290951649, 151.630473835665], [338.7118032633941, 168.24563086678808], [322.22788398132957, 163.49260378628827], [324.71020987843434, 150.46446626134843], [342.3716290951649, 151.630473835665]]",0.0,0.0,0.0,0.0,262.13398394365316
421,A2,"[[322.9922229600344, 150.3785669154284], [320.4152425824344, 164.12246226262818], [301.51738648003476, 163.26346880342817], [301.0878897504348, 150.3785669154284], [322.9922229600344, 150.3785669154284]]",0.0,0.0,0.0,0.0,272.08947508720644
422,A2,"[[328.504492364604, 271.7412276000217], [318.0891966718042, 282.4786458400215], [309.25944817025123, 277.95024482715405], [316.73269126529095, 263.94865144219455], [328.504492364604, 271.7412276000217]]",0.0,0.0,0.0,0.0,182.5165632725139
423,A2,"[[405.35950353859283, 203.1552005461475], [419.64026979779254, 191.3440404821477], [426.9417142009924, 198.2159881557476], [411.8019544825927, 209.2755289429474], [405.35950353859283, 203.1552005461475]]",0.0,0.0,0.0,0.0,174.14302866333483
424,A2,"[[313.13220043244434, 202.57279256386295], [314.2918416023643, 184.1473828640233], [300.56636354817164, 183.76913400219757], [301.4253570073716, 202.23749337499686], [313.13220043244434, 202.57279256386295]]",0.0,0.0,0.0,0.0,234.62718055626533
425,A2,"[[310.6411194007644, 204.9779742496229], [296.2959286321247, 204.2907794822629], [297.32672078316466, 220.69755455298252], [309.26672986604444, 221.12705128258256], [310.6411194007644, 204.9779742496229]]",0.0,0.0,0.0,0.0,214.03019278961375
426,A2,"[[499.3617750452031, 293.78437835275633], [490.48257959279977, 305.5190237219998], [475.0475408727998, 298.53970186599986], [481.8597833140035, 283.47645684235647], [499.3617750452031, 293.78437835275633]]",0.0,0.0,0.0,0.0,288.4761593834891
